image_path,num_runs,mean_count,std_count,min_count,max_count,mean_confidence,std_confidence
C:/Users/ETPau/Downloads/OIP-C.jpg,100,28.9,12.085971498837282,10,50,0.8696099311268606,0.04128022311339752
